source,defect_seed,target,sample_count,truth,prediction_mean,bias,bias_percent_truth,mare_percent,prediction_std,prediction_iqr,prediction_range,prediction_range_percent_truth,coverage_count,coverage,interval_width_mean,relative_interval_width_mean_percent
procedural,10660,max_width,8,0.5909039974212646,0.6038978472352028,0.012993849813938141,2.1989781539207667,2.476676524381756,0.012458572578772219,0.022291451692581177,0.03196507692337036,5.409521184975494,8,1.0,0.13249982245926262,22.423240160415
procedural,10660,crack_area,8,49.77172088623047,50.968310832977295,1.1965899467468262,2.404156266732315,2.8776180204452118,1.0906683552123155,1.388596534729004,3.3026084899902344,6.635511955753801,8,1.0,8.009560103927242,16.092592261850278
procedural,10694,centerline_length,8,94.69627380371094,94.92600536346436,0.22973155975341797,0.2425983098655095,0.3244080541216868,0.4261757372007036,0.22328948974609375,1.4885940551757812,1.571966874072976,8,1.0,7.539586909717855,7.961862285464494
procedural,10694,mean_width,8,0.8170130252838135,0.8177953213453293,0.0007822960615158081,0.09575074537447607,0.5408305734707093,0.006366069554285225,0.0037916451692581177,0.022473156452178955,2.750648491114599,8,1.0,0.058771366957488524,7.193443083367314
procedural,10694,max_width,8,1.0138189792633057,0.989494651556015,-0.02432432770729065,-2.399277208734639,2.399277208734639,0.00486798758031613,0.0030525922775268555,0.015877366065979004,1.5660947753726544,8,1.0,0.0953250148518272,9.402567598516985
procedural,10694,crack_area,8,77.36804962158203,77.37980556488037,0.011755943298339844,0.015194829591594733,0.4191477780073239,0.41294749851674606,0.5441780090332031,1.2760086059570312,1.649270741860714,8,1.0,7.156455245798952,9.249884520551024
procedural,10701,centerline_length,8,159.01760864257812,157.5398292541504,-1.4777793884277344,-0.9293180805839688,0.9293180805839688,0.5262957028696666,0.893157958984375,1.48858642578125,0.9361142067776449,8,1.0,13.56702439971059,8.531774886770572
procedural,10701,mean_width,8,0.9323549866676331,0.9175156652927399,-0.014839321374893188,-1.5915956461959833,1.631391530706984,0.01798046243425882,0.019177094101905823,0.04904913902282715,5.260779394566829,7,0.875,0.07778147889858644,8.34247470232216
procedural,10701,max_width,8,1.1309800148010254,1.1105547994375229,-0.020425215363502502,-1.8059749152239382,2.0906909391328323,0.023483840476702423,0.03249087929725647,0.06645369529724121,5.87576212024688,8,1.0,0.13296732921229193,11.756823946679997
procedural,10701,crack_area,8,148.26087951660156,146.66893005371094,-1.591949462890625,-1.073748832518133,1.64536081943719,3.126082162898842,3.6028404235839844,9.007110595703125,6.0751768268679065,8,1.0,16.055576056540303,10.829273446163844
