target,synthetic_sample_count,synthetic_truth,synthetic_prediction_mean,synthetic_bias,synthetic_bias_percent_truth,synthetic_prediction_std,synthetic_prediction_iqr,synthetic_prediction_range,synthetic_prediction_range_percent_truth,synthetic_mean_absolute_error,synthetic_mean_absolute_relative_error_percent,synthetic_max_absolute_error,synthetic_coverage_count,synthetic_coverage,synthetic_coverage_ci_low,synthetic_coverage_ci_high,synthetic_interval_width_mean,synthetic_interval_width_std,synthetic_interval_width_iqr,synthetic_interval_width_range,photographic_sample_count,photographic_truth,photographic_prediction_mean,photographic_bias,photographic_bias_percent_truth,photographic_prediction_std,photographic_prediction_iqr,photographic_prediction_range,photographic_prediction_range_percent_truth,photographic_mean_absolute_error,photographic_mean_absolute_relative_error_percent,photographic_max_absolute_error,photographic_coverage_count,photographic_coverage,photographic_coverage_ci_low,photographic_coverage_ci_high,photographic_interval_width_mean,photographic_interval_width_std,photographic_interval_width_iqr,photographic_interval_width_range
centerline_length,8,118.33891296386719,119.64590644836426,1.3069934844970703,1.1044494594065934,0.9244477893244731,0.948974609375,2.9027481079101562,2.4529109108822573,1.3221549987792969,1.1172614025810723,2.84210205078125,8,1.0,0.6755924351161198,1.0,9.532292683613377,0.17937044446935627,0.17760451889898832,0.5726229254287318,16,118.33891296386719,120.8872561454773,2.5483431816101074,2.153427911230012,2.098489722242588,1.0787391662597656,9.021690368652344,7.623604225101312,2.5483431816101074,2.153427911230012,9.62237548828125,15,0.9375,0.7167126242970107,0.9888806552353576,9.418128527078693,0.15759851667397162,0.17264739197753443,0.5743157405413513
mean_width,8,0.5754179954528809,0.5648598521947861,-0.010558143258094788,-1.834864974944872,0.010111282504370572,0.012907683849334717,0.029503226280212402,5.127268614008497,0.01119162142276764,1.9449550607049246,0.026969313621520996,8,1.0,0.6755924351161198,1.0,0.08324445002225733,0.0029135043844329125,0.004219593557275303,0.00838558644513654,16,0.5754179954528809,0.5865410901606083,0.011123094707727432,1.9330460283872486,0.014307630733194299,0.01630990207195282,0.04908013343811035,8.529474890593574,0.013278726488351822,2.3076661823724933,0.04253190755844116,15,0.9375,0.7167126242970107,0.9888806552353576,0.07950341379029391,0.001362124755498127,0.002012140214358027,0.004692869797651156
max_width,8,0.6350799798965454,0.6377555951476097,0.0026756152510643005,0.42130366816163195,0.01238736233718525,0.01598256826400757,0.03701215982437134,5.827952540780867,0.009673647582530975,1.5232172149572112,0.021602272987365723,8,1.0,0.6755924351161198,1.0,0.1325136787773893,0.005347069297490651,0.0076461128377616205,0.015556613711368072,16,0.6350799798965454,0.6793543100357056,0.044274330139160156,6.971457381851724,0.03446243613815321,0.03327581286430359,0.11328738927841187,17.838286966133996,0.044274330139160156,6.971457381851724,0.12497854232788086,13,0.8125,0.5699111903802586,0.9340840092857187,0.1219735434665381,0.004953106929386385,0.007351369640446137,0.016427291891943696
crack_area,8,68.0943374633789,68.11936378479004,0.025026321411132812,0.03675242662371442,1.481759626889298,1.7638931274414062,4.3534393310546875,6.393247211482107,1.1634197235107422,1.7085410723563155,2.501983642578125,8,1.0,0.6755924351161198,1.0,8.107976434266675,0.12074096116458885,0.18041929824357794,0.367976847654063,16,68.0943374633789,71.38607835769653,3.291740894317627,4.834089025519814,2.3881171934613805,1.1466560363769531,10.043769836425781,14.74978714908169,3.291740894317627,4.834089025519814,11.160301208496094,14,0.875,0.639771727342413,0.9650225122567595,8.004051804723986,0.10225967321985872,0.1300177067068944,0.37785963332135
